player,team,fgp3,fgp3_nba_range,fga3,fga3_nba_range
Jordan Cornish,Tulane,0.35937500000000000000,0.33644859813084112150,256,107
Joe De Ciman,Colorado State,0.38235294117647058824,0.33620689655172413793,272,116
Gerry Blakes,Arizona State,0.31159420289855072464,0.33606557377049180328,276,122
DaVonte Lacy,Washington State,0.36694677871148459384,0.33576642335766423358,357,137
Olivier Hanlan,Boston College,0.36023054755043227666,0.33566433566433566434,347,143
Joseph Young,Oregon,0.38425925925925925926,0.33522727272727272727,432,176
Bennie Boatwright,USC,0.36029411764705882353,0.33495145631067961165,408,206
Peter Jok,Iowa,0.37126865671641791045,0.33490566037735849057,536,212
J.J. Frazier,Georgia,0.34963768115942028986,0.33437500000000000000,552,320
Angel Rodriguez,Miami (FL),0.32298136645962732919,0.33333333333333333333,322,171
Frank Howard,Syracuse,0.31203007518796992481,0.33333333333333333333,266,120
Paul Jorgensen,Butler,0.34146341463414634146,0.33333333333333333333,246,126
Leyton Hammonds,Oklahoma State,0.32055749128919860627,0.33333333333333333333,287,108
Shizz Alston Jr.,Temple,0.36000000000000000000,0.33333333333333333333,375,174
Anthony Beane,Southern Illinois,0.33725490196078431373,0.33333333333333333333,255,105
Kamar Baldwin,Butler,0.35021097046413502110,0.33333333333333333333,237,105
Jarvis Garrett,Rhode Island,0.38308457711442786070,0.33333333333333333333,201,102
Rob Gray Jr. ,Houston,0.34139784946236559140,0.33333333333333333333,372,195
L.J. Peak,Georgetown,0.34117647058823529412,0.33333333333333333333,255,129
Chasson Randle,Stanford,0.37831325301204819277,0.33333333333333333333,415,138
Cullen Neal,Saint Mary's,0.36879432624113475177,0.33177570093457943925,423,214
Cam Reynolds,Tulane,0.34383202099737532808,0.33128834355828220859,381,163
Quinndary Weatherspoon,Mississippi State,0.34740259740259740260,0.33088235294117647059,308,136
Detrick Mostella,Tennessee,0.30769230769230769231,0.33076923076923076923,286,130
Lamont West,West Virginia,0.34749034749034749035,0.33070866141732283465,259,127
Temple Gibbs,Notre Dame,0.37190082644628099174,0.33057851239669421488,242,121
Jeremy Morgan,Northern Iowa,0.37254901960784313725,0.33057851239669421488,306,121
Nick Faust,Long Beach State,0.34979423868312757202,0.33050847457627118644,243,118
Devin Robinson,Florida,0.34137931034482758621,0.33043478260869565217,290,115
Jeffrey Carroll,Oklahoma State,0.36404494382022471910,0.33018867924528301887,445,212
Chris Bolden,Georgia Tech,0.31632653061224489796,0.33018867924528301887,196,106
D.J. Fenner,Nevada,0.34558823529411764706,0.33018867924528301887,272,106
Frank Booker,South Carolina,0.35799522673031026253,0.32972972972972972973,419,185
Barry Brown,Kansas State,0.32564841498559077810,0.32954545454545454545,347,176
Kamau Stokes,Kansas State,0.32448377581120943953,0.32941176470588235294,339,170
Jaylen Barford,Arkansas,0.37037037037037037037,0.32885906040268456376,270,149
Aaron Harrison,Kentucky,0.33704735376044568245,0.32876712328767123288,359,146
Namon Wright,Colorado,0.35472972972972972973,0.32846715328467153285,296,137
Sindarius Thornwell,South Carolina,0.34055118110236220472,0.32843137254901960784,508,204
Brenton Scott,Indiana State,0.37739872068230277186,0.32795698924731182796,469,186
Kelan Martin,Butler,0.34726688102893890675,0.32792207792207792208,622,308
C.J. Jackson,Ohio State,0.37288135593220338983,0.32773109243697478992,236,119
Marvelle Harris,Fresno State,0.31715210355987055016,0.32743362831858407080,309,113
Ike Iroegbu,Washington State,0.35153583617747440273,0.32692307692307692308,293,104
B.J. Taylor,UCF,0.35759493670886075949,0.32624113475177304965,316,141
Kevin Punter,Tennessee,0.36531365313653136531,0.32575757575757575758,271,132
Patrick McCaw,UNLV,0.37142857142857142857,0.32539682539682539683,315,126
Luke Kornet,Vanderbilt,0.32062780269058295964,0.32487309644670050761,446,197
Miles Bridges,Michigan State,0.37797619047619047619,0.32467532467532467532,336,154
JaJuan Johnson,Marquette,0.33195020746887966805,0.32456140350877192982,241,114
Xavier Rathan-Mayes,Florida State,0.30048076923076923077,0.32446808510638297872,416,188
Shelton Mitchell,Clemson,0.38990825688073394495,0.32407407407407407407,218,108
Keenan Evans,Texas Tech,0.35135135135135135135,0.32394366197183098592,333,142
Daxter Miles Jr.,West Virginia,0.33200000000000000000,0.32388663967611336032,500,247
Justin Robinson,Virginia Tech,0.37728937728937728938,0.32374100719424460432,273,139
Josh Adams,Wyoming,0.34943181818181818182,0.32369942196531791908,352,173
Terry Larrier,Connecticut,0.32258064516129032258,0.32352941176470588235,248,102
Yuta Watanabe,George Washington,0.31347962382445141066,0.32352941176470588235,319,136
LaDontae Henton,Providence,0.34782608695652173913,0.32307692307692307692,322,130
Paris Lee,Illinois State,0.35689045936395759717,0.32283464566929133858,283,127
Isaac Copeland,Nebraska,0.32740213523131672598,0.32258064516129032258,281,124
Bryant McIntosh,Northwestern,0.34285714285714285714,0.32240437158469945355,420,183
Trevor Cooney,Syracuse,0.35187760778859527121,0.32234432234432234432,719,273
James Robinson,Pittsburgh,0.32246376811594202899,0.32231404958677685950,276,121
J.D. Paige,Colorado State,0.30869565217391304348,0.32203389830508474576,230,118
Que Johnson,Western Kentucky,0.37421383647798742138,0.32110091743119266055,318,109
Dejan Vasiljevic,Miami (FL),0.37943262411347517730,0.32000000000000000000,282,150
Brian Sullivan,Davidson,0.36802973977695167286,0.31932773109243697479,269,119
Jordan Price,La Salle,0.34415584415584415584,0.31927710843373493976,308,166
Jerome Robinson,Boston College,0.38274932614555256065,0.31847133757961783439,371,157
Kris Jenkins,Villanova,0.36819484240687679083,0.31788079470198675497,698,302
Kevin Johnson,Cincinnati,0.32134831460674157303,0.31707317073170731707,445,205
LaDarius White,Ole Miss,0.36842105263157894737,0.31683168316831683168,209,101
Jalyn Patterson,LSU,0.33103448275862068966,0.31654676258992805755,290,139
Tyus Battle,Syracuse,0.34908136482939632546,0.31632653061224489796,381,196
Tyson Carter,Mississippi State,0.33658536585365853659,0.31623931623931623932,205,117
Brandon Taylor,Penn State,0.33962264150943396226,0.31612903225806451613,371,155
Steve Vasturia,Notre Dame,0.36186770428015564202,0.31578947368421052632,514,228
Olin Carter III,San Diego,0.36285714285714285714,0.31547619047619047619,350,168
Ryan Welage,San Jose State,0.36303630363036303630,0.31543624161073825503,303,149
Lamonte Turner,Tennessee,0.35877862595419847328,0.31538461538461538462,262,130
Nigel Williams-Goss,Gonzaga,0.33699633699633699634,0.31451612903225806452,273,124
Lamar Peters,Mississippi State,0.32706766917293233083,0.31446540880503144654,266,159
Donte Ingram,Loyola (IL),0.37786259541984732824,0.31372549019607843137,262,102
Pat Birt,Tulsa,0.35060975609756097561,0.31250000000000000000,328,128
Klint Carlson,Northern Iowa,0.31216931216931216931,0.31250000000000000000,189,112
Cullen VanLeer,Missouri,0.30935251798561151079,0.31205673758865248227,278,141
Jared Harper,Auburn,0.32550335570469798658,0.31155778894472361809,298,199
Kaiser Gates ,Xavier,0.35548172757475083056,0.31034482758620689655,301,145
Junior Etou,Tulsa,0.33333333333333333333,0.31034482758620689655,282,116
Antwoine Anderson,Connecticut,0.30167597765363128492,0.31000000000000000000,179,100
Troy Holston Jr.,South Florida,0.30991735537190082645,0.30894308943089430894,242,123
Jeremiah Martin,Memphis,0.30500000000000000000,0.30841121495327102804,200,107
Nigel Johnson,Virginia,0.33460076045627376426,0.30701754385964912281,263,114
A.J. Davis,UCF,0.30084745762711864407,0.30693069306930693069,236,101
Glynn Watson Jr. ,Nebraska,0.34671532846715328467,0.30656934306569343066,274,137
Fred Thomas,Mississippi State,0.34055727554179566563,0.30534351145038167939,323,131
Shamorie Ponds,St. John's,0.31855955678670360111,0.30412371134020618557,361,194
Antino Jackson,New Mexico,0.32618025751072961373,0.30327868852459016393,233,122
Xavier Sneed,Kansas State,0.34552845528455284553,0.30327868852459016393,246,122
Trey Kell,San Diego State,0.30405405405405405405,0.30204081632653061224,444,245
Rodney Cooper,Alabama,0.31465517241379310345,0.30097087378640776699,232,103
Marshall Henderson,Ole Miss,0.34226190476190476190,0.30069930069930069930,336,143
Myles Powell,Seton Hall,0.35730337078651685393,0.30000000000000000000,445,250
Malik Morgan,Tulane,0.33928571428571428571,0.30000000000000000000,280,130
Chase Foster,San Francisco,0.36150234741784037559,0.30000000000000000000,213,100
Anton Gill,Nebraska,0.32075471698113207547,0.30000000000000000000,212,100
Casey Benson,Grand Canyon,0.37307692307692307692,0.30000000000000000000,260,100
Jarron Cumberland,Cincinnati,0.34875444839857651246,0.29940119760479041916,281,167
Billy Garrett Jr.,DePaul,0.32195121951219512195,0.29777777777777777778,410,225
Keita Bates-Diop,Ohio State,0.35000000000000000000,0.29770992366412213740,340,131
Jonathan Stark,Murray State,0.32380952380952380952,0.29729729729729729730,210,111
William Jackson II,Georgia,0.32283464566929133858,0.29496402877697841727,254,139
Ryan Kreklow,Missouri State,0.35000000000000000000,0.29411764705882352941,200,102
Chris Harrison-Docks,DePaul,0.31770833333333333333,0.29357798165137614679,192,109
Tonny Trocha-Morelos,Texas A&M,0.31120331950207468880,0.29310344827586206897,241,116
Anton Beard,Arkansas,0.32704402515723270440,0.29299363057324840764,318,157
Terence Davis,Ole Miss,0.30985915492957746479,0.29285714285714285714,284,140
Eli Carter,Boston College,0.28686327077747989276,0.29189189189189189189,373,185
Justin Coleman,Samford,0.27099236641221374046,0.29104477611940298507,262,134
Jeremy Hemsley,San Diego State,0.33444816053511705686,0.28800000000000000000,299,125
Jacob Young,Texas,0.26943005181347150259,0.28712871287128712871,193,101
JaQuan Lyle,Ohio State,0.31313131313131313131,0.28703703703703703704,198,108
Alexander Aka Gorski,Wyoming,0.31089743589743589744,0.28571428571428571429,312,147
Desi Rodriguez,Seton Hall,0.36578947368421052632,0.28497409326424870466,380,193
B.J. Tyson,East Carolina,0.28965517241379310345,0.28346456692913385827,290,127
Markel Crawford,Ole Miss,0.28571428571428571429,0.28205128205128205128,280,117
Nathan Adrian,West Virginia,0.30232558139534883721,0.28125000000000000000,301,128
Corey Sanders,Rutgers,0.28679245283018867925,0.28037383177570093458,265,107
Nigel Hayes,Wisconsin,0.33222591362126245847,0.28037383177570093458,301,107
Daniel Dingle,Temple,0.30501930501930501931,0.28037383177570093458,259,107
Eric Cooper Jr.,Pepperdine,0.32187500000000000000,0.27972027972027972028,320,143
Matt Van Scyoc,Indiana State,0.31746031746031746032,0.27966101694915254237,252,118
Jaron Blossomgame,Clemson,0.32280701754385964912,0.27884615384615384615,285,104
Quenton DeCosey,Temple,0.34669811320754716981,0.27631578947368421053,424,152
Quinton Stephens,Georgia Tech,0.32048192771084337349,0.27544910179640718563,415,167
Max Strus,DePaul,0.33472803347280334728,0.27480916030534351145,239,131
Jaren Sina,George Washington,0.34838709677419354839,0.27358490566037735849,310,106
Shannon Hale,Alabama,0.31437125748502994012,0.27343750000000000000,334,128
Jalen Adams,Connecticut,0.32534246575342465753,0.27205882352941176471,292,136
Askia Booker,Colorado,0.29616724738675958188,0.27192982456140350877,287,114
Mike Williams,Rutgers,0.28418230563002680965,0.26973684210526315789,373,152
Tavarius Shine,Oklahoma State,0.30522088353413654618,0.26923076923076923077,249,104
Terry Rozier,Louisville,0.32661290322580645161,0.26923076923076923077,248,104
Brandon Sampson,LSU,0.30416666666666666667,0.26896551724137931034,240,145
Ricky Tarrant,Memphis,0.30901287553648068670,0.26717557251908396947,233,131
Terran Petteway,Nebraska,0.31268436578171091445,0.26086956521739130435,339,138
Dorian Finney-Smith,Florida,0.36136363636363636364,0.25899280575539568345,440,139
Tadric Jackson,Georgia Tech,0.26099706744868035191,0.25850340136054421769,341,147
Matt Shrigley,San Diego State,0.31818181818181818182,0.25850340136054421769,374,147
Donte Clark,Texas Southern,0.32330827067669172932,0.25806451612903225806,266,124
Malcolm Hill,Illinois,0.34474327628361858191,0.25694444444444444444,409,144
Kyron Cartwright,Providence,0.35249042145593869732,0.25581395348837209302,261,129
Tyrone Wallace,California,0.31986531986531986532,0.25000000000000000000,297,104
