nba_id,ncaa_id
204038,39569f9e-8c00-40ce-9ac3-54d3f82e537e
1627868,9d40164f-81dd-4180-b4e4-e707e9417704
1627771,d133d20a-b7f3-4dec-b21e-4a378d409cc2
1627875,beb30354-4cd5-47f0-a378-0602278f125e
1628385,2e9e32cd-7986-44e0-90fd-0c41a1971296
203932,b373b650-f392-4da3-b753-55b631403bc7
1626203,5c253248-42bd-49ba-878c-450a7b29243d
203924,a0e07512-046f-4ea2-a037-381a9f6afb26
1626170,bc822e5b-7c76-4b1d-be43-54243dc154d1
1627982,df33f8ce-43f4-4379-8f1b-357892f226eb
1627772,04b604c3-4e2c-4e9f-9bed-0f8f936457d9
1627773,4de11e50-914b-49fc-81df-cdfb52066ca5
1626149,7963c2e6-8c7a-450d-a36f-12c9fa9a3354
203914,1c93c685-335b-42de-b268-be85d9b2a882
203925,4c1b522d-5bc1-4de6-a161-71af54e86da1
1626150,b8c655c6-e975-451f-8705-96324e5208e8
1627885,0385b378-b899-423a-aebd-ee4a96d17cf3
1628404,a37466f7-7605-4c9e-bece-bbb47c92aac9
1628502,cfc15d5a-efc8-443a-9868-39853a28b849
1627988,dd6e0946-abe9-436f-9082-282205b4d5c5
1628439,93518544-a499-464a-956e-65238bbc538a
1627741,e0eed913-dba5-4e30-a4f3-0b0bf78a3323
1626199,3fc2068f-7e7e-4569-a7b3-e6f8d854d1f0
1626178,55a5863a-a3a4-4e99-9d73-09bc238290b6
1626158,b2548fc7-1a0e-45d2-9144-6672f1547d6b
203918,cc26460b-35f0-4083-924a-54f2b6016f6e
1627863,71dad847-4f4e-4248-9377-8f35c59cd3d6
203962,4a53bc3f-213b-4cec-b59a-802f2977f516
1626154,f45d794e-1029-4249-a669-4d8d4ccd4ada
1627742,4e2ac2f6-7ce3-41a0-a521-18e945f4cc82
1628371,13f1e103-39e9-49f5-a8f9-1232135eed49
1627743,cf5099ba-6427-4927-83a6-a1a11ad9b3b0
1628402,7e2cbe17-b143-4a7d-855a-e41d6d7ffc08
1628367,3cfce0fc-79c4-4d63-b6cf-1156554aa676
1628518,61af49d8-936e-4577-b2fa-e291f41bbae3
203928,0fbcd8ea-f3d7-4ee9-831b-baec491bb36d
1627744,35156dfc-e3fa-4aa6-98ac-3d4744fe9cb5
1626177,0f01e510-a714-4cd5-bd6f-334006e08853
203910,51886fc0-f9e9-4f9b-a80f-ede41de904bc
1626169,e6d520cd-7877-4215-af11-25ecfe3fdc15
204020,9bd565d2-5908-4775-84fc-108397c003d1
1627745,07e3ab2a-247b-436e-ad79-eab9afcc355b
1626145,ed06b9be-0d73-4e37-9064-f1556a1797a0
1627884,975a471e-14d3-42f3-9bc8-5d6e2b5fe9ee
1626163,ed2f8d67-3593-4b26-a242-a92bc114d740
1628379,ff9f00e9-484e-41fb-b962-6fd09fc22c7c
203945,452a8faa-5b4e-4350-97a7-d37db50d0c42
1628436,ed59f9df-0c88-4bae-8b2e-21ac281940e6
1628398,a3d9e6d0-fb79-4384-9f12-1de897adc9b3
203897,05f6462d-a1da-4446-913e-0507fc796553
1627746,aacad327-d861-44db-a46b-5679f50dd34b
1627774,d4b7bc00-1432-43c0-a405-fd53a379bbcb
1627747,525b9a58-2467-4e05-bc52-ae316f6f9282
1628388,0af749be-c626-49f5-a558-aec6141a3421
1627814,4451ff07-2dcd-4434-8b64-f7c7e8c6ad7c
1627848,a758e50b-111e-4910-a970-31961b1a925a
1626172,c06b6361-2f85-42a8-ab8b-10a460653641
1628399,1e6903f5-6490-4788-8dea-5fe8f1113f71
1626168,301bcdff-574f-427c-b7e2-97beda40cf91
1628374,2cd9b23a-c7ed-4f10-864c-d7e9a32283c3
1626185,146aed9c-0443-49e0-b537-9fa2669af16c
1628493,75df7f85-6b8b-491d-8050-3ac574d7a1a1
203949,b40cd2a0-78bf-497a-bb4c-b4bc35c715a5
1627775,63d13526-5e9c-4aca-882a-7897a508bd03
204456,d3c7e1f2-c9c6-4696-968c-387213bb42dc
1628571,2f9e4615-2039-4fb8-8c92-af5e6da68060
1626191,2231abae-15c1-4656-b273-dd3f5bbcbcca
203909,d3595710-8c8c-4e24-8b72-39bb46589cac
203926,fd02a07f-422f-44b3-8177-3b793cb40d28
203956,abb8bf9f-950a-4537-858e-8e9ad500284a
1628035,6feea8a3-f72d-4f1c-a12c-871361fffd80
203895,2ce8018b-3566-42d7-94ca-aa869cd6d7b0
1626175,5e3dcb95-77fe-4297-b90a-c059f198136f
1628378,f43a66b1-57ac-44ea-aa9d-73df3dcd8a37
1628370,da862322-5833-4adf-8852-ab67dc749387
1628500,059baa5f-f998-4c26-9ec3-750708fdd805
203961,b577128e-f871-4c64-bc5c-fa1f42e03f83
1628537,aac671b4-c6f5-45d6-836f-ab986531edc9
1628420,69b5782c-efe6-4352-bfd4-800dddf878cd
1628405,8d5d12ca-ff33-4a37-bc79-d3d563c56720
204098,5649c2fe-e02e-4c14-8da7-1fc0a2e99bc0
1627749,2049a39d-7bb9-4de4-8ebc-82abe114dda1
1627750,f4308a07-050d-4836-846c-737926b187d4
1627846,a9b8b993-b25d-4404-bd5f-ebf9365cbf0a
1626204,c1dbeb88-d8c6-4715-ae2a-8c1d4d4e31d2
203894,369fbc1c-77a6-4224-9bc4-7df5343a0461
1626254,f1ce61fc-de5f-40b4-96ed-518541d18951
1627777,6a88f66a-9b6c-4adf-ab1c-360c10a26f8a
1628021,df6a09de-df76-439f-a5ea-29696ced2a3d
1626266,89e24b50-50e5-4434-a616-a4c1153ae8a4
203948,ec587cdb-075e-44a1-b9e2-eafb14e4df09
1626220,6cc7b8fc-a695-4eb0-9244-1f8b58519a2a
1627849,9fcf90f7-f4ca-451a-a950-722ede0fd045
1628400,210ed87b-6f02-402b-b6b2-45081f36d164
1626143,8bd98e23-c0eb-41ee-9451-7692e0692cbd
1627778,fdbaa9ca-2350-4927-ba65-1388ba2ba5c3
1626162,1c1ddabf-0171-4068-979d-e953a0771472
1627779,11ddde5b-d034-4d05-a3a8-3626dd83699d
203953,b6dc050a-ac6a-4cce-8cc4-709f5e978ca2
203934,36a797d9-f265-4f8b-ad63-0aac0ff7c5f1
1628383,5c946dad-5b6f-416e-9110-c7dcffd04aba
203940,d471840a-abb5-4b49-93a8-5a2f08d03e8a
1626166,8af4033d-793e-4013-89c8-538341918e3b
203901,fec9faa6-6d8a-4ad7-be0c-5bac5a8c5006
1627780,2e24d55b-9977-4483-981d-27642d1a0b1b
1628506,4576f4f5-bf04-47bd-8930-61fc4e27525a
1628409,0dbf3061-5d50-42b6-9936-2dc6915b5b9a
1627850,68ed8b79-78d9-469f-90f9-a29b0f66a411
1627751,da136199-ec72-4593-b1f9-c39ff84a09c6
1626171,627c80b6-a05c-425a-8dc3-5b6d793651df
203939,5c2e854a-f754-4aca-bb20-09e8761c70d3
1626181,e1687ef6-bdd3-4118-9b8f-9515595d8bef
1627816,cb9600de-6351-4c87-a9d6-3e8c730b54a4
1627752,a5919ac4-b398-4dc7-a9d6-813212a74b12
1628681,8d8cc0b1-4869-46b9-a28b-1f4cd180cb8c
1627817,a89e5cd9-d3a3-48b2-9ca5-c93d2b01fff8
1628397,4a1eec63-6427-4913-8981-ce4bf403bb10
1626184,23e6b4c0-45b8-4dbc-b314-c8212a0dbb61
203944,76d6a19e-f0ed-4d4f-bddc-3341a1576484
1628504,3898a9da-666e-44e3-964b-40335f742503
1628432,bb98d27e-0a70-4692-afb7-e70419a8738c
1626196,9685665b-3d74-4618-a456-bc827bc603dd
1627781,402d5fca-25ec-4fd5-9127-9497dacd8451
1628421,955a5b03-9888-4056-ac26-3f0a2eb19795
203922,b2b62c83-3b7b-49c0-9ec6-9e7a8c71baf4
1626179,aad28046-5b66-4598-a432-bd929d458af0
1626156,0fc87582-42dc-4923-9e3c-dc8f6cad2bc8
1627734,fe774be4-868b-4346-84ce-6449c9fce140
203960,ac35af3f-61ec-423a-8fed-95439574faac
1627783,8a8c45be-bce1-4adc-9b9e-f8a83c079d8b
1627732,ff84e30c-6607-468f-a0e0-ef08816a50e2
1628424,0cfead49-485d-44f2-8991-04260ee896ad
203935,edc71ce4-b472-48f3-9e4c-e89ade3c308a
203893,ebab6d89-3a40-4afd-9f07-f44c951c8a88
1628372,38772a8f-fbe4-44ad-9ef4-96278489f81b
203917,b0371f2b-6498-4214-8595-2b066984e31d
203950,9eb97b9d-8a12-4b6e-b265-32f59fca9507
1627754,7a46a298-55ff-4055-b179-d4d262d35441
1628410,1bd141ce-4d33-4196-ab10-523fc98be08f
1628403,92f6c1e4-2645-434f-b177-e3b8c9ce014e
1628369,2c64e9a4-9544-4023-a8fb-57b766cad39d
1627819,db084898-ace0-43bd-81d3-e93266d0cc7c
1628414,ddb504e6-9547-46ac-8225-0b1e147f50c8
1627861,abad7adb-0d7a-499f-be91-2616647fce7c
1626157,396e91cc-0f15-4f2c-b79a-15c69b6e0416
1626167,8b457691-e14e-4d0c-accb-2d4dea207e17
1627755,cec37b38-3abf-456e-93b6-e0023157079e
1627784,737a1703-71aa-445c-957e-64a77d1ebefe
1627756,29f83319-ffa7-43ab-9649-8b0f69be7f4a
1627832,0dc241ca-e691-4d52-94d5-639d9ff42bd2
203943,fd20bd49-312d-42af-995e-e5c2549a948b
1627820,523e9539-f291-480b-8b26-5824ed65aeeb
1628476,dfeff0fb-de35-4d43-8234-3ef0d6b47bc7
203933,276050cc-348e-47df-b23b-574b5ddb4908
204033,a72cbc64-3b2d-44ae-97c4-3411cd80db3a
204037,71356885-b65d-4697-89e8-42e2d0cfc1ae
1627821,ef920692-1660-44d2-bac3-01f37696273b
1627362,7b4d44bc-9695-4a8f-989d-c29c85c31997
1628401,43639edf-65e5-4c87-bf59-99ce7f5c42d9
1628510,f0d0bf4b-7948-42ea-848f-1d6fbbc710e1
1627785,5469e874-1e75-4eb4-bc12-6697310b9cca
203963,a8a398e8-7f90-4ea5-8ba4-b0c7596a56d0
203952,8cd91331-549c-44ff-a119-b64968756767
203912,e566dba9-e3eb-41bf-ba5b-dd1bfda9d284
1628451,b59f1990-c482-4bad-886b-eba0313d0475
1626210,77043ab4-a1fc-4167-85e2-faa9550a3c02
203710,aa0f7976-7fb8-4eef-8b08-32f0353b04a0
1627786,210a1eb5-9f49-458a-9b8a-258ac29bc845
1628391,8506372f-c8aa-450c-be9d-b6e3d212e103
203966,ee309c2c-8e87-496a-b399-167c7ab5f418
1627787,56e8d8b2-ea93-4128-b9eb-8da0c29520f3
1626159,576da23f-8c2f-4e27-a760-a80eaf86ff0b
1626174,60490af6-ad38-487e-9c39-ccf8fdf1e521
1626153,242744d5-6bca-4b22-a43c-c43d058bf76e
203923,fed6a13a-beb6-4376-ac19-a4f5453f4121
1626151,1bdeb01c-c643-4908-a829-65e70f3ef80d
203930,0a0d9e7f-a520-408f-9359-2435b9b16459
1626198,64259d2b-0a5c-4cdb-9e03-d7526e9c755f
204065,3c0ad660-96eb-4188-970c-61dba7d92c54
1626173,4016d7df-4c9c-431f-81da-25a3723f5778
1627866,698ef0d4-be86-403d-bba8-583d42345934
1627855,ff68d2b4-7308-49a9-b0d2-b6c730bba807
259,dca8aa79-e4e1-4f05-85a0-a6f06d7de321
1816,470578cc-ba78-422b-a27c-6278446b4dda
1969,deb2e62d-337a-409a-9861-4b4cee35e1aa
2600,4d06fcc3-2b55-4749-b67e-71582ceb59a1
3782,b9a18133-65b5-4f05-9d23-6e3e2d4e39c1
